,,,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576
32,1,  0,7.049560546875,17.4468994140625,55.5633544921875,94.5831298828125,99.9267578125,
32,1,  4,2.9693603515625,4.8492431640625,10.09521484375,27.8656005859375,75.897216796875,98.077392578125,100.0,
32,1,  8,1.9744873046875,2.5634765625,4.11376953125,6.5338134765625,15.032958984375,42.987060546875,89.35546875,99.7772216796875,
32,1, 16,,1.55029296875,1.934814453125,2.4017333984375,3.875732421875,7.16552734375,17.303466796875,46.9451904296875,92.1966552734375,99.89013671875,
32,1, 32,,,,1.6357421875,2.0721435546875,2.7130126953125,3.8970947265625,7.36083984375,16.8243408203125,51.66015625,92.034912109375,99.755859375,
32,1, 64,,,,,1.5045166015625,1.5716552734375,2.1209716796875,2.484130859375,3.72314453125,6.54296875,18.060302734375,51.66015625,91.85791015625,99.4384765625,
32,1,128,,,,,,,1.26953125,1.7059326171875,1.8829345703125,2.923583984375,4.08935546875,7.45849609375,16.4306640625,49.5849609375,92.4072265625,
32,2,  0,1.2542724609375,1.45263671875,1.824951171875,2.03857421875,2.508544921875,3.9703369140625,7.7362060546875,18.7164306640625,52.813720703125,92.78564453125,99.810791015625,
32,2,  4,,,,1.3519287109375,1.6998291015625,1.947021484375,2.6885986328125,3.973388671875,7.049560546875,17.2119140625,51.422119140625,94.677734375,100.0,
32,2,  8,,,,,,,1.47705078125,1.7303466796875,2.099609375,3.0029296875,4.998779296875,8.82568359375,25.74462890625,67.431640625,98.388671875,
32,2, 16,,,,,,,,,1.2664794921875,1.416015625,1.495361328125,1.9287109375,2.50244140625,3.369140625,5.8837890625,
32,2, 32,,,,,,,,,,,,,1.20849609375,1.318359375,1.416015625,
32,2, 64,,,,,,,,,,,,,,,,
32,2,128,,,,,,,,,,,,,,,,
32,3,  0,0.96435546875,1.0650634765625,1.1138916015625,1.1138916015625,1.1962890625,1.23291015625,1.275634765625,1.3275146484375,1.5472412109375,2.008056640625,2.16064453125,3.55224609375,5.908203125,13.5498046875,45.3857421875,
32,3,  4,,,,,,,,,,1.318359375,1.5380859375,1.81884765625,2.0263671875,3.02734375,4.98046875,
32,3,  8,,,,,,,,,,,,,1.220703125,1.3427734375,1.6357421875,
32,3, 16,,,,,,,,,,,,,,,,
32,3, 32,,,,,,,,,,,,,,,,
32,3, 64,,,,,,,,,,,,,,,,
32,3,128,,,,,,,,,,,,,,,,
64,1,  0,2.01416015625,3.619384765625,8.1756591796875,34.613037109375,87.42218017578125,99.88861083984375,
64,1,  4,1.34429931640625,1.88751220703125,3.79638671875,8.2427978515625,32.1197509765625,85.78948974609375,99.69482421875,
64,1,  8,,,1.64947509765625,2.98614501953125,6.18133544921875,20.49560546875,69.293212890625,98.73046875,100.0,
64,1, 16,,,,1.220703125,1.91497802734375,3.363037109375,7.89337158203125,27.25067138671875,81.8359375,99.676513671875,
64,1, 32,,,,,,1.2908935546875,1.81427001953125,3.912353515625,8.35113525390625,30.7952880859375,86.480712890625,99.835205078125,
64,1, 64,,,,,,,,1.2664794921875,2.00958251953125,3.3782958984375,8.59375,33.45947265625,86.029052734375,100.0,
64,1,128,,,,,,,,,1.04522705078125,1.3031005859375,1.9805908203125,3.485107421875,8.38623046875,35.31494140625,85.70556640625,
64,2,  0,0.60272216796875,0.5706787109375,0.66986083984375,0.738525390625,0.77056884765625,1.04522705078125,1.33514404296875,1.82952880859375,3.57666015625,9.6435546875,32.8094482421875,84.89990234375,100.0,
64,2,  4,,,,,,,,,1.739501953125,3.0487060546875,8.148193359375,24.371337890625,78.619384765625,100.0,
64,2,  8,,,,,,,,,,1.1932373046875,1.8035888671875,2.91748046875,7.244873046875,23.33984375,78.3935546875,
64,2, 16,,,,,,,,,,,,0.9033203125,1.03759765625,1.42822265625,3.1982421875,
64,2, 32,,,,,,,,,,,,,,,1.07421875,
64,2, 64,,,,,,,,,,,,,,,,
64,2,128,,,,,,,,,,,,,,,,
64,3,  0,0.51116943359375,0.49285888671875,0.5126953125,0.5889892578125,0.57830810546875,0.5462646484375,0.567626953125,0.58746337890625,0.5767822265625,0.6744384765625,0.7598876953125,0.860595703125,1.07421875,1.46484375,2.11181640625,
64,3,  4,,,,,,,,,,,,,,,1.13525390625,
64,3,  8,,,,,,,,,,,,,,,,
64,3, 16,,,,,,,,,,,,,,,,
64,3, 32,,,,,,,,,,,,,,,,
64,3, 64,,,,,,,,,,,,,,,,
64,3,128,,,,,,,,,,,,,,,,